,University,Country,Financial Exposure
0,Cardiff University,Australia,188514.19925512106
1,Cardiff University,Austria,126770.83333333334
2,Cardiff University,Azerbaijan,126770.83333333334
3,Cardiff University,Bahrain,380312.5
4,Cardiff University,Bangladesh,1117948.7895716946
5,Cardiff University,Belgium,253541.6666666667
6,Cardiff University,Bermuda,126770.83333333334
7,Cardiff University,Brunei,630570.0651769087
8,Cardiff University,Bulgaria,1137653.398510242
9,Cardiff University,Canada,809231.9599627561
10,Cardiff University,Cayman Islands,126770.83333333334
11,Cardiff University,China,66013499.185288645
12,Cardiff University,Cyprus (European Union),2844133.4962756056
13,Cardiff University,Czech Republic,377028.3985102421
14,Cardiff University,Denmark,126770.83333333334
15,Cardiff University,Egypt,377028.3985102421
16,Cardiff University,European Union not otherwise specified,61743.36592178771
17,Cardiff University,Finland,126770.83333333334
18,Cardiff University,France,1514681.7970204842
19,Cardiff University,Germany,1007598.4636871509
20,Cardiff University,Ghana,432203.5614525139
21,Cardiff University,Gibraltar,377028.3985102421
22,Cardiff University,Greece,2011912.8258845438
23,Cardiff University,Hong Kong (SAR),6546105.912476723
24,Cardiff University,Hungary,377028.3985102421
25,Cardiff University,India,20925741.969273742
26,Cardiff University,Indonesia,624001.8621973929
28,Cardiff University,Iran,500515.1303538175
29,Cardiff University,Iraq,246973.46368715083
30,Cardiff University,Ireland,1820114.5251396648
31,Cardiff University,Israel,126770.83333333334
32,Cardiff University,Italy,942570.9962756053
33,Cardiff University,Japan,250257.56517690874
34,Cardiff University,Jordan,754056.7970204842
35,Cardiff University,Kazakhstan,250257.56517690874
36,Cardiff University,Kenya,1573141.061452514
37,Cardiff University,Korea (South),377028.3985102421
38,Cardiff University,Kuwait,2382373.02141527
39,Cardiff University,Latvia,126770.83333333334
40,Cardiff University,Lebanon,373744.29702048417
41,Cardiff University,Lithuania,253541.6666666667
42,Cardiff University,Luxembourg,253541.6666666667
43,Cardiff University,Macao (Special Administrative Region of China),126770.83333333334
44,Cardiff University,Malaysia,9263468.575418994
45,Cardiff University,Malta,370460.1955307262
46,Cardiff University,Mauritius,126770.83333333334
47,Cardiff University,Mexico,126770.83333333334
48,Cardiff University,Morocco,250257.56517690874
49,Cardiff University,Myanmar (Burma),123486.73184357541
50,Cardiff University,Nepal,126770.83333333334
51,Cardiff University,Netherlands,377028.3985102421
52,Cardiff University,Nigeria,1927180.7495344505
53,Cardiff University,Norway,630570.0651769087
54,Cardiff University,Occupied Palestinian Territories {formerly West Bank (including East Jerusalem) and Gaza Strip},123486.73184357541
55,Cardiff University,Oman,1894994.2970204842
56,Cardiff University,Pakistan,3305239.408752328
57,Cardiff University,Poland,1010882.5651769087
58,Cardiff University,Portugal,126770.83333333334
59,Cardiff University,Qatar,250257.56517690874
60,Cardiff University,Romania,819084.2644320298
61,Cardiff University,Russia,377028.3985102421
62,Cardiff University,Saudi,5034053.654562384
63,Cardiff University,Singapore,1326167.597765363
64,Cardiff University,Slovakia,126770.83333333334
65,Cardiff University,South Africa,315285.03258845437
66,Cardiff University,Spain,1010882.5651769087
67,Cardiff University,Sri Lanka,568826.699255121
68,Cardiff University,Sweden,253541.6666666667
69,Cardiff University,Switzerland,442055.8659217877
70,Cardiff University,Taiwan,624001.8621973929
71,Cardiff University,Tanzania,250257.56517690874
72,Cardiff University,Thailand,624001.8621973929
73,Cardiff University,Trinidad & Tobago,123486.73184357541
74,Cardiff University,Turkey,620717.760707635
76,Cardiff University,Uganda,126770.83333333334
77,Cardiff University,UAE,1699911.8947858475
78,Cardiff University,United States,2817860.6843575416
79,Cardiff University,Vietnam,250257.56517690874
80,Cardiff University,Zambia,126770.83333333334
81,Cardiff University,Zimbabwe,126770.83333333334
82,Imperial,Albania,204529.296875
83,Imperial,Australia,1310741.0239361702
84,Imperial,Austria,1106211.7270611702
85,Imperial,Azerbaijan,197049.5345744681
86,Imperial,Bahrain,409058.59375
87,Imperial,Bangladesh,204529.296875
88,Imperial,Belgium,3038020.4039228726
89,Imperial,Botswana,204529.296875
90,Imperial,Brazil,401578.8314494681
91,Imperial,Brunei,204529.296875
92,Imperial,Bulgaria,1219696.0189494682
93,Imperial,Canada,3311155.418882979
94,Imperial,Canary Islands,204529.296875
95,Imperial,Cayman Islands,204529.296875
96,Imperial,Chile,197049.5345744681
97,Imperial,China,138171749.21043885
98,Imperial,Colombia,591148.6037234042
99,Imperial,Croatia,204529.296875
100,Imperial,Cyprus (European Union),5666982.214095745
101,Imperial,Czech Republic,1015166.7220744682
102,Imperial,Denmark,401578.8314494681
103,Imperial,Ecuador,197049.5345744681
104,Imperial,Egypt,598628.3660239362
105,Imperial,Estonia,409058.59375
106,Imperial,Finland,409058.59375
107,Imperial,France,13873169.090757977
108,Imperial,Germany,6243171.293218086
109,Imperial,Ghana,401578.8314494681
110,Imperial,Greece,6773193.941156914
111,Imperial,Hong Kong (SAR),23863897.731050532
112,Imperial,Hungary,2242342.503324468
113,Imperial,Iceland,197049.5345744681
114,Imperial,India,16678029.005984042
115,Imperial,Indonesia,3227590.1761968085
117,Imperial,Iran,197049.5345744681
118,Imperial,Ireland,2796092.295545213
119,Imperial,Israel,197049.5345744681
120,Imperial,Italy,6962763.713430851
121,Imperial,Ivory Coast,197049.5345744681
122,Imperial,Japan,2431912.275598404
123,Imperial,Jordan,401578.8314494681
124,Imperial,Kazakhstan,803157.6628989362
125,Imperial,Kenya,409058.59375
126,Imperial,Korea (South),4886263.838098404
127,Imperial,Kuwait,598628.3660239362
128,Imperial,Latvia,204529.296875
129,Imperial,Lebanon,2204943.6918218085
130,Imperial,Lithuania,606108.1283244682
131,Imperial,Luxembourg,1015166.7220744682
132,Imperial,Macao (Special Administrative Region of China),1015166.7220744682
133,Imperial,Malaysia,16977219.49800532
134,Imperial,Malta,197049.5345744681
135,Imperial,Mauritius,401578.8314494681
136,Imperial,Mexico,591148.6037234042
137,Imperial,Monaco,197049.5345744681
138,Imperial,Morocco,810637.4251994682
139,Imperial,Myanmar (Burma),204529.296875
140,Imperial,Netherlands,1818324.3849734042
141,Imperial,New Zealand,818117.1875
142,Imperial,Nigeria,1598835.5634973405
143,Imperial,Norway,1401786.0289228724
144,Imperial,Oman,401578.8314494681
145,Imperial,Pakistan,2310948.221409574
146,Imperial,Peru,401578.8314494681
147,Imperial,Philippines,204529.296875
148,Imperial,Poland,4280155.709773936
149,Imperial,Portugal,2333387.50831117
150,Imperial,Qatar,401578.8314494681
151,Imperial,Romania,5613336.020611702
152,Imperial,Russia,2621482.0478723403
153,Imperial,Saudi,1788405.3357712766
154,Imperial,Singapore,15151415.350731382
155,Imperial,Slovakia,1015166.7220744682
156,Imperial,Slovenia,204529.296875
157,Imperial,South Africa,992727.4351728724
158,Imperial,Spain,10772734.873670213
159,Imperial,Sri Lanka,1219696.0189494682
160,Imperial,Sudan,401578.8314494681
161,Imperial,Sweden,1219696.0189494682
162,Imperial,Switzerland,4038227.6013962766
163,Imperial,Taiwan,3008101.354720745
164,Imperial,Thailand,6470139.876994681
165,Imperial,Trinidad & Tobago,606108.1283244682
166,Imperial,Turkey,2621482.0478723403
168,Imperial,Ukraine,401578.8314494681
169,Imperial,UAE,3939702.834109043
170,Imperial,United States,6895445.852726064
171,Imperial,Vietnam,606108.1283244682
172,King's College London,Afghanistan,71838.06144067796
173,King's College London,Albania,452635.3482334686
174,King's College London,Algeria,154479.61267605633
175,King's College London,Argentina,441831.8584387682
176,King's College London,Armenia,154479.61267605633
177,King's College London,Australia,1131588.3705836716
178,King's College London,Austria,2212945.6593160657
179,King's College London,Azerbaijan,916074.1862616376
180,King's College London,Bahrain,916074.1862616376
181,King's College London,Bangladesh,1440547.5959357843
182,King's College London,Belgium,3261892.478664359
183,King's College London,Bermuda,154479.61267605633
184,King's College London,Botswana,143676.12288135593
185,King's College London,Brazil,1677668.7598472189
186,King's College London,Bulgaria,3067985.273931726
187,King's College London,Cambodia,154479.61267605633
188,King's College London,Canada,5183699.525095488
189,King's College London,Cayman Islands,154479.61267605633
190,King's College London,Chile,872860.227082836
191,King's College London,China,175163109.51360705
192,King's College London,Colombia,574704.4915254237
193,King's College London,Costa Rica,143676.12288135593
194,King's College London,Croatia,308959.22535211267
195,King's College London,Cyprus (European Union),3129019.8455777033
196,King's College London,Czech Republic,1832148.3725232752
197,King's College London,Denmark,1451351.0857304847
198,King's College London,Ecuador,452635.3482334686
199,King's College London,Egypt,1595027.2086118404
200,King's College London,Estonia,617918.4507042253
201,King's College London,Finland,1688472.2496419193
202,King's College London,France,22086242.633981854
203,King's College London,Georgia,596311.4711148245
204,King's College London,Germany,9857515.497433756
205,King's College London,Ghana,226317.6741167343
206,King's College London,Gibraltar,154479.61267605633
207,King's College London,Greece,3405568.601545715
208,King's College London,Hong Kong (SAR),17473461.23328957
209,King's College London,Hungary,2460870.313022201
210,King's College London,Iceland,154479.61267605633
211,King's College London,India,25867710.932054188
212,King's College London,Indonesia,3157643.9478395795
214,King's College London,Iran,761594.5735855813
215,King's College London,Iraq,71838.06144067796
216,King's College London,Ireland,3340747.6627775123
217,King's College London,Israel,607114.9609095249
218,King's College London,Italy,12727807.199510623
219,King's College London,Jamaica,143676.12288135593
220,King's College London,Japan,3588672.3164836476
221,King's College London,Jordan,1048946.8193482931
222,King's College London,Kazakhstan,1214229.9218190499
223,King's College London,Kenya,668149.5325555025
224,King's College London,Korea (South),6010115.037449272
225,King's College London,Kosovo,154479.61267605633
226,King's College London,Kuwait,2374442.3946645977
227,King's College London,Laos,154479.61267605633
228,King's College London,Latvia,761594.5735855813
229,King's College London,Lebanon,2295587.2105514444
230,King's College London,Lithuania,1307674.9628491285
231,King's College London,Luxembourg,1059750.3091429935
232,King's College London,Macao (Special Administrative Region of China),463438.838028169
233,King's College London,Madagascar,154479.61267605633
234,King's College London,Malaysia,11373687.521932442
235,King's College London,Maldives,154479.61267605633
236,King's College London,Malta,143676.12288135593
237,King's College London,Mauritius,452635.3482334686
238,King's College London,Mexico,1479975.187992361
239,King's College London,Monaco,308959.22535211267
240,King's College London,Mongolia,154479.61267605633
241,King's College London,Morocco,926877.676056338
242,King's College London,Myanmar (Burma),308959.22535211267
243,King's College London,Nepal,143676.12288135593
244,King's College London,Netherlands,3003164.3351635234
245,King's College London,New Zealand,452635.3482334686
246,King's College London,Nigeria,1717096.3519037957
247,King's College London,North Macedonia,143676.12288135593
248,King's College London,Norway,2715812.0894008116
249,King's College London,Occupied Palestinian Territories {formerly West Bank (including East Jerusalem) and Gaza Strip},154479.61267605633
250,King's College London,Oman,596311.4711148245
251,King's College London,Pakistan,4167163.1751312963
252,King's College London,Panama,143676.12288135593
253,King's College London,Peru,750791.0837908809
254,King's College London,Philippines,833432.6350262592
255,King's College London,Poland,4839099.074809023
256,King's College London,Portugal,1832148.3725232752
257,King's College London,Qatar,1275264.4934650273
258,King's College London,Romania,5230699.851396514
259,King's College London,Russia,4558763.951718787
260,King's College London,Saudi,6315287.895679159
261,King's College London,Serbia,154479.61267605633
262,King's College London,Singapore,9900729.456612557
263,King's College London,Slovakia,1225033.4116137503
264,King's College London,Slovenia,308959.22535211267
265,King's College London,South Africa,761594.5735855813
266,King's College London,Spain,9645787.680233946
267,King's College London,Sri Lanka,452635.3482334686
268,King's College London,Sweden,1688472.2496419193
269,King's College London,Switzerland,6462750.38568274
270,King's College London,Syria,154479.61267605633
271,King's College London,Taiwan,5704386.56764741
272,King's College London,Tanzania,154479.61267605633
273,King's College London,Thailand,4235214.86944975
274,King's College London,Trinidad & Tobago,154479.61267605633
275,King's College London,Tunisia,308959.22535211267
276,King's College London,Turkey,6254253.324033182
278,King's College London,Uganda,154479.61267605633
279,King's College London,Ukraine,1595027.2086118404
280,King's College London,UAE,6886761.631654333
281,King's College London,United States,17307066.907674864
282,King's College London,Uzbekistan,154479.61267605633
283,King's College London,Vietnam,1225033.4116137503
284,King's College London,Zimbabwe,154479.61267605633
285,LSE,Albania,134625.7142857143
286,LSE,Argentina,617318.0327868853
287,LSE,Armenia,154329.50819672132
288,LSE,Australia,1792842.7166276348
289,LSE,Austria,1638513.2084309135
290,LSE,Azerbaijan,308659.01639344264
291,LSE,Bahrain,423580.9367681499
292,LSE,Bangladesh,597614.2388758782
293,LSE,Belarus,154329.50819672132
294,LSE,Belgium,1773138.9227166278
295,LSE,Bosnia and Herzegovina,154329.50819672132
296,LSE,Brazil,1677920.7962529275
297,LSE,British Virgin Islands,154329.50819672132
298,LSE,Brunei,134625.7142857143
299,LSE,Bulgaria,443284.73067915696
300,LSE,Canada,5977792.810304449
301,LSE,Chile,1543295.0819672132
302,LSE,China,59761322.62295082
303,LSE,Colombia,1543295.0819672132
304,LSE,Costa Rica,154329.50819672132
305,LSE,Croatia,154329.50819672132
306,LSE,Cyprus (European Union),1539994.2388758783
307,LSE,Czech Republic,423580.9367681499
308,LSE,Denmark,1040898.9695550352
309,LSE,Ecuador,154329.50819672132
310,LSE,Egypt,751943.7470725996
311,LSE,Estonia,134625.7142857143
312,LSE,Finland,308659.01639344264
313,LSE,France,11080467.845433256
314,LSE,Georgia,308659.01639344264
315,LSE,Germany,11008254.355971899
316,LSE,Ghana,617318.0327868853
317,LSE,Greece,2273884.613583138
318,LSE,Hong Kong (SAR),9857283.466042155
319,LSE,Hungary,866865.6674473068
320,LSE,Iceland,154329.50819672132
321,LSE,India,15153796.861826697
322,LSE,Indonesia,1638513.2084309135
324,LSE,Iran,308659.01639344264
325,LSE,Ireland,1369261.7798594849
326,LSE,Israel,308659.01639344264
327,LSE,Italy,5552561.451990632
328,LSE,Japan,1947172.2248243561
329,LSE,Jordan,443284.73067915696
330,LSE,Kazakhstan,732239.9531615925
331,LSE,Kenya,1040898.9695550352
332,LSE,Korea (South),3950154.9882903984
333,LSE,Kuwait,154329.50819672132
334,LSE,Kyrgyzstan,154329.50819672132
335,LSE,Latvia,154329.50819672132
336,LSE,Lebanon,1175524.6838407496
337,LSE,Lithuania,443284.73067915696
338,LSE,Luxembourg,866865.6674473068
339,LSE,Macao (Special Administrative Region of China),443284.73067915696
340,LSE,Malaysia,8658754.145199064
341,LSE,Malta,154329.50819672132
342,LSE,Mauritius,288955.22248243564
343,LSE,Mexico,1388965.5737704919
344,LSE,Mongolia,154329.50819672132
345,LSE,Montenegro,154329.50819672132
346,LSE,Morocco,308659.01639344264
347,LSE,Myanmar (Burma),288955.22248243564
348,LSE,Namibia,154329.50819672132
349,LSE,Nepal,154329.50819672132
350,LSE,Netherlands,2621951.217798595
351,LSE,New Zealand,577910.4449648713
352,LSE,Nigeria,1195228.4777517563
353,LSE,Norway,1523591.2880562062
354,LSE,Occupied Palestinian Territories {formerly West Bank (including East Jerusalem) and Gaza Strip},154329.50819672132
355,LSE,Oman,0.0
356,LSE,Pakistan,2735222.716627635
357,LSE,Panama,154329.50819672132
358,LSE,Paraguay,154329.50819672132
359,LSE,Peru,1214932.2716627636
360,LSE,Philippines,154329.50819672132
361,LSE,Poland,2945362.763466042
362,LSE,Portugal,886569.4613583139
363,LSE,Qatar,308659.01639344264
364,LSE,Romania,924326.6276346605
365,LSE,Russia,1733731.3348946136
366,LSE,Saudi,906273.2552693209
367,LSE,Senegal,154329.50819672132
368,LSE,Serbia,154329.50819672132
369,LSE,Singapore,9065932.131147541
370,LSE,Slovakia,288955.22248243564
371,LSE,South Africa,1040898.9695550352
372,LSE,Spain,3332836.955503513
373,LSE,Sri Lanka,558206.6510538643
374,LSE,Sudan,154329.50819672132
375,LSE,Sweden,1021195.1756440282
376,LSE,Switzerland,3951805.409836066
377,LSE,Taiwan,1349557.9859484779
378,LSE,Tanzania,154329.50819672132
379,LSE,Thailand,2735222.716627635
380,LSE,Trinidad & Tobago,154329.50819672132
381,LSE,Turkey,1658217.0023419205
383,LSE,Uganda,154329.50819672132
384,LSE,Ukraine,443284.73067915696
385,LSE,UAE,2465971.288056206
386,LSE,United States,22162687.377049178
387,LSE,Uzbekistan,154329.50819672132
388,LSE,Vietnam,692832.3653395785
389,Newcastle University,Australia,195356.86179285514
390,Newcastle University,Austria,131810.04098360657
391,Newcastle University,Azerbaijan,131810.04098360657
392,Newcastle University,Bahrain,917953.8875201364
393,Newcastle University,Bangladesh,127093.64161849712
394,Newcastle University,Belgium,263620.08196721313
395,Newcastle University,Bermuda,131810.04098360657
396,Newcastle University,Botswana,131810.04098360657
397,Newcastle University,Brunei,790860.2459016393
398,Newcastle University,Bulgaria,527240.1639344263
399,Newcastle University,Canada,781427.4471714206
400,Newcastle University,Cayman Islands,395430.12295081967
401,Newcastle University,China,59497951.09329101
402,Newcastle University,Colombia,127093.64161849712
403,Newcastle University,Croatia,131810.04098360657
404,Newcastle University,Cyprus (European Union),4003698.852222117
405,Newcastle University,Cyprus (Non-European Union),786143.8465365298
406,Newcastle University,Czech Republic,786143.8465365298
407,Newcastle University,Denmark,131810.04098360657
408,Newcastle University,Ecuador,395430.12295081967
409,Newcastle University,Egypt,263620.08196721313
410,Newcastle University,Finland,131810.04098360657
411,Newcastle University,France,1176857.57012224
412,Newcastle University,Germany,976784.3089642755
413,Newcastle University,Gibraltar,263620.08196721313
414,Newcastle University,Greece,3339932.2479389748
415,Newcastle University,Hong Kong (SAR),7280084.2793518435
416,Newcastle University,Hungary,395430.12295081967
417,Newcastle University,India,9181523.363024734
418,Newcastle University,Indonesia,2226621.498625983
420,Newcastle University,Iran,258903.68260210368
421,Newcastle University,Iraq,127093.64161849712
422,Newcastle University,Ireland,581354.186013456
423,Newcastle University,Italy,1172141.1707571307
424,Newcastle University,Japan,522523.76456931676
425,Newcastle University,Jordan,131810.04098360657
426,Newcastle University,Kazakhstan,263620.08196721313
427,Newcastle University,Kenya,131810.04098360657
428,Newcastle University,Korea (South),1176857.57012224
429,Newcastle University,Kuwait,3276385.427129726
430,Newcastle University,Latvia,263620.08196721313
431,Newcastle University,Lebanon,131810.04098360657
432,Newcastle University,Libya,127093.64161849712
433,Newcastle University,Lithuania,2899820.901639344
434,Newcastle University,Luxembourg,131810.04098360657
435,Newcastle University,Macao (Special Administrative Region of China),131810.04098360657
436,Newcastle University,Malaysia,3608268.7292712973
437,Newcastle University,Malta,195356.86179285514
438,Newcastle University,Mauritius,395430.12295081967
439,Newcastle University,Mexico,127093.64161849712
440,Newcastle University,Morocco,131810.04098360657
441,Newcastle University,Myanmar (Burma),722597.0257272813
442,Newcastle University,Netherlands,644901.0068227045
443,Newcastle University,Nigeria,1294518.4130105183
444,Newcastle University,Norway,395430.12295081967
445,Newcastle University,Oman,1449910.450819672
446,Newcastle University,Pakistan,1049763.9285037431
447,Newcastle University,Panama,258903.68260210368
448,Newcastle University,Peru,131810.04098360657
449,Newcastle University,Philippines,131810.04098360657
450,Newcastle University,Poland,3163440.9836065574
451,Newcastle University,Portugal,395430.12295081967
452,Newcastle University,Qatar,659050.2049180327
453,Newcastle University,Romania,922670.2868852459
454,Newcastle University,Russia,1049763.9285037431
455,Newcastle University,Saudi,1553422.0956126219
456,Newcastle University,Singapore,1772360.9542310243
457,Newcastle University,Slovakia,263620.08196721313
458,Newcastle University,South Africa,131810.04098360657
459,Newcastle University,Spain,1181573.9694873497
460,Newcastle University,Sri Lanka,131810.04098360657
461,Newcastle University,Sweden,131810.04098360657
462,Newcastle University,Switzerland,527240.1639344263
463,Newcastle University,Taiwan,776711.0478063109
464,Newcastle University,Thailand,1294518.4130105183
465,Newcastle University,Trinidad & Tobago,63546.82080924856
466,Newcastle University,Turkey,644901.0068227045
467,Newcastle University,Turks and Caicos Islands,131810.04098360657
469,Newcastle University,Uganda,131810.04098360657
470,Newcastle University,Ukraine,263620.08196721313
471,Newcastle University,UAE,2494957.979958306
472,Newcastle University,United States,2784393.687813892
473,Newcastle University,Venezuela,131810.04098360657
474,Newcastle University,Vietnam,786143.8465365298
475,Newcastle University,Zambia,131810.04098360657
476,Newcastle University,Zimbabwe,131810.04098360657
477,Queen Mary University of London,Afghanistan,123354.30463576158
478,Queen Mary University of London,Albania,630267.2909435489
479,Queen Mary University of London,Algeria,379060.0924171121
480,Queen Mary University of London,Australia,123354.30463576158
481,Queen Mary University of London,Austria,758120.1848342242
482,Queen Mary University of London,Azerbaijan,502414.3970528736
483,Queen Mary University of London,Bahrain,506912.9863077873
484,Queen Mary University of London,Bangladesh,1762948.9789399714
485,Queen Mary University of London,Belarus,123354.30463576158
486,Queen Mary University of London,Belgium,885973.0787248994
487,Queen Mary University of London,Bermuda,255705.7877813505
488,Queen Mary University of London,Brazil,1062007.3571687145
489,Queen Mary University of London,Brunei,127852.89389067524
490,Queen Mary University of London,Bulgaria,1013825.9726155746
491,Queen Mary University of London,Cambodia,379060.0924171121
492,Queen Mary University of London,Canada,2151006.2498669107
493,Queen Mary University of London,Cayman Islands,127852.89389067524
494,Queen Mary University of London,Chile,123354.30463576158
495,Queen Mary University of London,China,50358867.82117076
496,Queen Mary University of London,Colombia,246708.60927152316
497,Queen Mary University of London,Croatia,189530.04620855604
498,Queen Mary University of London,Cyprus (European Union),3610068.056472392
499,Queen Mary University of London,Czech Republic,506912.9863077873
500,Queen Mary University of London,Denmark,251207.1985264368
501,Queen Mary University of London,Dominican Republic,123354.30463576158
502,Queen Mary University of London,Egypt,1450064.6280956538
503,Queen Mary University of London,Estonia,127852.89389067524
504,Queen Mary University of London,Finland,383558.6816720257
505,Queen Mary University of London,France,5527861.46483252
506,Queen Mary University of London,Gabon,127852.89389067524
507,Queen Mary University of London,Georgia,127852.89389067524
508,Queen Mary University of London,Germany,3231007.9640552797
509,Queen Mary University of London,Ghana,374561.5031621984
510,Queen Mary University of London,Gibraltar,127852.89389067524
511,Queen Mary University of London,Greece,4240335.347415941
512,Queen Mary University of London,Hong Kong (SAR),4562216.876770086
513,Queen Mary University of London,Hungary,639264.4694533763
514,Queen Mary University of London,Iceland,123354.30463576158
515,Queen Mary University of London,India,31803631.449500646
516,Queen Mary University of London,Indonesia,1881804.6943208193
518,Queen Mary University of London,Iran,876975.9002150721
519,Queen Mary University of London,Iraq,123354.30463576158
520,Queen Mary University of London,Ireland,691944.4432614297
521,Queen Mary University of London,Israel,127852.89389067524
522,Queen Mary University of London,Italy,4201151.1413726285
523,Queen Mary University of London,Japan,1260534.5818870978
524,Queen Mary University of London,Jordan,630267.2909435489
525,Queen Mary University of London,Kazakhstan,881474.4894699857
526,Queen Mary University of London,Kenya,753621.5955793104
527,Queen Mary University of London,Korea (South),1141678.8665062499
528,Queen Mary University of London,Kosovo,127852.89389067524
529,Queen Mary University of London,Kuwait,4808925.486041609
530,Queen Mary University of London,Latvia,383558.6816720257
531,Queen Mary University of London,Lebanon,1450064.6280956538
532,Queen Mary University of London,Libya,127852.89389067524
533,Queen Mary University of London,Lithuania,639264.4694533763
534,Queen Mary University of London,Luxembourg,506912.9863077873
535,Queen Mary University of London,Macao (Special Administrative Region of China),251207.1985264368
536,Queen Mary University of London,Malaysia,5712892.921786163
537,Queen Mary University of London,Maldives,127852.89389067524
538,Queen Mary University of London,Malta,251207.1985264368
539,Queen Mary University of London,Mauritius,506912.9863077873
540,Queen Mary University of London,Mexico,497915.80779796
541,Queen Mary University of London,Mongolia,127852.89389067524
542,Queen Mary University of London,Morocco,885973.0787248994
543,Queen Mary University of London,Myanmar (Burma),127852.89389067524
544,Queen Mary University of London,Nepal,251207.1985264368
545,Queen Mary University of London,Netherlands,634765.8801984625
546,Queen Mary University of London,Nigeria,1934484.668128873
547,Queen Mary University of London,Norway,1269531.760396925
548,Queen Mary University of London,Oman,251207.1985264368
549,Queen Mary University of London,Pakistan,5464881.21526373
550,Queen Mary University of London,Peru,246708.60927152316
551,Queen Mary University of London,Philippines,251207.1985264368
552,Queen Mary University of London,Poland,3121149.4271842595
553,Queen Mary University of London,Portugal,1397384.6542876002
554,Queen Mary University of London,Qatar,634765.8801984625
555,Queen Mary University of London,Romania,2230677.7592044463
556,Queen Mary University of London,Russia,2847449.2823832543
557,Queen Mary University of London,Saudi,4270522.374949425
558,Queen Mary University of London,Serbia,379060.0924171121
559,Queen Mary University of London,Singapore,2865443.639402909
560,Queen Mary University of London,Slovakia,379060.0924171121
561,Queen Mary University of London,South Africa,379060.0924171121
562,Queen Mary University of London,Spain,3249002.3210749347
563,Queen Mary University of London,Sri Lanka,379060.0924171121
564,Queen Mary University of London,Sudan,123354.30463576158
565,Queen Mary University of London,Sweden,511411.575562701
566,Queen Mary University of London,Switzerland,1520738.9589233617
567,Queen Mary University of London,Taiwan,1498246.0126487936
568,Queen Mary University of London,Thailand,2987494.84678776
569,Queen Mary University of London,Trinidad & Tobago,127852.89389067524
570,Queen Mary University of London,Tunisia,127852.89389067524
571,Queen Mary University of London,Turkey,3701932.236323758
572,Queen Mary University of London,Turkmenistan,127852.89389067524
574,Queen Mary University of London,Uganda,251207.1985264368
575,Queen Mary University of London,Ukraine,885973.0787248994
576,Queen Mary University of London,UAE,4443361.161389238
577,Queen Mary University of London,United States,3441727.859287494
578,Queen Mary University of London,Uzbekistan,374561.5031621984
579,Queen Mary University of London,Vietnam,1507243.1911586209
580,Queen Mary University of London,Zambia,127852.89389067524
581,Queen's University Belfast,Australia,114564.07239819004
582,Queen's University Belfast,Bahrain,114564.07239819004
583,Queen's University Belfast,Bangladesh,211838.7162162162
584,Queen's University Belfast,Brazil,52959.67905405405
585,Queen's University Belfast,Brunei,114564.07239819004
586,Queen's University Belfast,Bulgaria,114564.07239819004
587,Queen's University Belfast,Canada,2511764.8784700986
588,Queen's University Belfast,China,30352098.728980675
589,Queen's University Belfast,Cyprus (European Union),114564.07239819004
590,Queen's University Belfast,Ecuador,114564.07239819004
591,Queen's University Belfast,Egypt,114564.07239819004
592,Queen's University Belfast,Finland,114564.07239819004
593,Queen's University Belfast,France,564175.6477008683
594,Queen's University Belfast,Germany,229128.14479638007
595,Queen's University Belfast,Greece,114564.07239819004
596,Queen's University Belfast,Hong Kong (SAR),1251560.0820900085
597,Queen's University Belfast,India,10853460.026140394
598,Queen's University Belfast,Indonesia,2044863.874587257
600,Queen's University Belfast,Iran,220483.43050629814
601,Queen's University Belfast,Ireland,18444902.088327013
602,Queen's University Belfast,Italy,220483.43050629814
603,Queen's University Belfast,Japan,335047.5029044882
604,Queen's University Belfast,Jordan,220483.43050629814
605,Queen's University Belfast,Kazakhstan,114564.07239819004
606,Queen's University Belfast,Korea (South),449611.5753026782
607,Queen's University Belfast,Kuwait,220483.43050629814
608,Queen's University Belfast,Lithuania,114564.07239819004
609,Queen's University Belfast,Luxembourg,114564.07239819004
610,Queen's University Belfast,Malaysia,7596899.028754433
611,Queen's University Belfast,Mexico,105919.3581081081
612,Queen's University Belfast,Myanmar (Burma),801948.5067873303
613,Queen's University Belfast,Nepal,220483.43050629814
614,Queen's University Belfast,Nigeria,608490.6124648404
615,Queen's University Belfast,Norway,220483.43050629814
616,Queen's University Belfast,Oman,114564.07239819004
617,Queen's University Belfast,Pakistan,1181310.9744557906
618,Queen's University Belfast,Peru,114564.07239819004
619,Queen's University Belfast,Philippines,114564.07239819004
620,Queen's University Belfast,Poland,114564.07239819004
621,Queen's University Belfast,Portugal,114564.07239819004
622,Queen's University Belfast,Qatar,105919.3581081081
623,Queen's University Belfast,Romania,229128.14479638007
624,Queen's University Belfast,Russia,220483.43050629814
625,Queen's University Belfast,Saudi,1657948.085942277
626,Queen's University Belfast,Singapore,1251560.0820900085
627,Queen's University Belfast,South Africa,220483.43050629814
628,Queen's University Belfast,Spain,229128.14479638007
629,Queen's University Belfast,Sri Lanka,229128.14479638007
630,Queen's University Belfast,Sweden,114564.07239819004
631,Queen's University Belfast,Switzerland,114564.07239819004
632,Queen's University Belfast,Taiwan,114564.07239819004
633,Queen's University Belfast,Thailand,114564.07239819004
634,Queen's University Belfast,Trinidad & Tobago,114564.07239819004
