University name - shortened,Course Name,Course Link,Duration,Qualification,Start Date,Mode of attendance, Fee,UG/PG,University name - HESA
King's College London,Global Leadership and Peacebuilding MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/global-leadership-and-peacebuilding-msc/58177116,1 year,MSc - Master of Science,2024,,"26,160",PG,King's College London
King's College London,Global Media Industries MA,https://www.thecompleteuniversityguide.co.uk/courses/details/global-media-industries-ma/57496484,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Global Mental Health MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/global-mental-health-msc/53703708,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,Global Political Economy MA,https://www.thecompleteuniversityguide.co.uk/courses/details/global-political-economy-ma/58540514,2 years,MA - Master of Arts,2024,,"18,500",PG,King's College London
King's College London,Global Security MA,https://www.thecompleteuniversityguide.co.uk/courses/details/global-security-ma/58177128,2 years,MA - Master of Arts,2024,,"9,732",PG,King's College London
King's College London,Global Security PG Cert,https://www.thecompleteuniversityguide.co.uk/courses/details/global-security-pg-cert/58177132,8 months,Postgraduate Certificate,2024,,"6,488",PG,King's College London
King's College London,Global Security PG Dip,https://www.thecompleteuniversityguide.co.uk/courses/details/global-security-pg-dip/58177122,16 months,Postgraduate Diploma,2024,,"9,732",PG,King's College London
King's College London,Government Studies MA,https://www.thecompleteuniversityguide.co.uk/courses/details/government-studies-ma/58540518,1 year,MA - Master of Arts,2024,,"35,244",PG,King's College London
King's College London,Health Psychology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/health-psychology-msc/52408562,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,Healthcare Technologies MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/healthcare-technologies-mres/57496290,1 year,MRes - Master of Research,2024,,"33,258",PG,King's College London
King's College London,Healthcare Technologies MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/healthcare-technologies-msc/57496286,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Human & Applied Physiology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/human-and-applied-physiology-msc/52409536,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Human Resource Management & Organisational Analysis MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/human-resource-management-and-organisational-analysis-msc/52408382,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Immunology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/immunology-msc/52409270,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Intelligence & International Security MA,https://www.thecompleteuniversityguide.co.uk/courses/details/intelligence-and-international-security-ma/52408872,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,Interdisciplinary Chemical Research MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/interdisciplinary-chemical-research-mres/58177120,1 year,MRes - Master of Research,2024,,"35,244",PG,King's College London
King's College London,International Affairs MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-affairs-ma/57504302,2 years,MA - Master of Arts,2024,,"9,732",PG,King's College London
King's College London,International Affairs PG Dip,https://www.thecompleteuniversityguide.co.uk/courses/details/international-affairs-pg-dip/57504304,16 months,Postgraduate Diploma,2024,,"9,732",PG,King's College London
King's College London,International Affairs PGCert,https://www.thecompleteuniversityguide.co.uk/courses/details/international-affairs-pgcert/57504308,8 months,Postgraduate Certificate,2024,,"6,488",PG,King's College London
King's College London,International Child Rights and Development MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-child-rights-and-development-ma/58039616,1 year,MA - Master of Arts,2024,,"25,284",PG,King's College London
King's College London,International Conflict Studies MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-conflict-studies-ma/52408680,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,International Corporate & Commercial Law LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/international-corporate-and-commercial-law-llm/57084966,2 years,LLM - Master of Laws,2024,,"22,632",PG,King's College London
King's College London,International Development MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/international-development-msc/58540516,2 years,MSc - Master of Science,2024,,"18,500",PG,King's College London
King's College London,International Dispute Resolution LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/international-dispute-resolution-llm/56826806,1 year,LLM - Master of Laws,2024,,"31,980",PG,King's College London
King's College London,International Financial and Commercial Law LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/international-financial-and-commercial-law-llm/58039618,2 years,LLM - Master of Laws,2024,,"22,632",PG,King's College London
King's College London,International Financial Law LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/international-financial-law-llm/54453646,1 year,LLM - Master of Laws,2024,,"31,980",PG,King's College London
King's College London,International Management MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/international-management-msc/52409122,1 year,MSc - Master of Science,2024,,"35,244",PG,King's College London
King's College London,International Marketing MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/international-marketing-msc/52409140,1 year,MSc - Master of Science,2024,,"33,450",PG,King's College London
King's College London,International Peace & Security MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-peace-and-security-ma/52408870,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,International Political Economy MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-political-economy-ma/52565592,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,International Relations & War MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-relations-and-war-ma/58040418,2 years,MA - Master of Arts,2024,,"11,760",PG,King's College London
King's College London,International Relations MA,https://www.thecompleteuniversityguide.co.uk/courses/details/international-relations-ma/52409514,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,International Tax Law LLM Online,https://www.thecompleteuniversityguide.co.uk/courses/details/international-tax-law-llm-online/58039596,2 years,LLM - Master of Laws,2024,,"12,468",PG,King's College London
King's College London,Language and Cultural Diversity MA,https://www.thecompleteuniversityguide.co.uk/courses/details/language-and-cultural-diversity-ma/52409156,1 year,MA - Master of Arts,2024,,"25,284",PG,King's College London
King's College London,Law & Professional Practice MSc/PGDip,https://www.thecompleteuniversityguide.co.uk/courses/details/law-and-professional-practice-msc-pgdip/58177126,2 years,MSc - Master of Science,2024,,"33,450",PG,King's College London
King's College London,Law & Professional Practice PG Dip,https://www.thecompleteuniversityguide.co.uk/courses/details/law-and-professional-practice-pg-dip/58329164,1 year,Postgraduate Diploma,2024,,"33,450",PG,King's College London
King's College London,Law and Technology LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/law-and-technology-llm/58039606,1 year,LLM - Master of Laws,2024,,"31,980",PG,King's College London
King's College London,Leadership & Development MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/leadership-and-development-msc/56007488,1 year,MSc - Master of Science,2024,,"26,160",PG,King's College London
King's College London,Management & Technological Change MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/management-and-technological-change-msc/58540520,1 year,MSc - Master of Science,2024,,"33,450",PG,King's College London
King's College London,Marketing MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/marketing-msc/57497868,2 years,MSc - Master of Science,2024,,"19,260",PG,King's College London
King's College London,Master of Laws LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/master-of-laws-llm/52409130,1 year,LLM - Master of Laws,2024,,"33,450",PG,King's College London
King's College London,Mathematics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/mathematics-msc/52409470,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Maxillofacial & Craniofacial Technology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/maxillofacial-and-craniofacial-technology-msc/52409160,2 years,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Maxillofacial Prosthetic Rehabilitation MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/maxillofacial-prosthetic-rehabilitation-msc/52409618,3 years,MSc - Master of Science,2025,,"10,812",PG,King's College London
King's College London,Medical Affairs MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/medical-affairs-msc/58039638,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Medical Ethics & Law MA,https://www.thecompleteuniversityguide.co.uk/courses/details/medical-ethics-and-law-ma/52409522,1 year,MA - Master of Arts,2024,,"29,472",PG,King's College London
King's College London,Medieval Studies MA,https://www.thecompleteuniversityguide.co.uk/courses/details/medieval-studies-ma/52409428,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,MedTech Innovation & Entrepreneurship MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/medtech-innovation-and-entrepreneurship-msc/58177118,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Mental Health Studies MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/mental-health-studies-msc/52408652,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,"Mental Health, Ethics, and Law MSc",https://www.thecompleteuniversityguide.co.uk/courses/details/mental-health-ethics-and-law-msc/56314708,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Microbiome in Health & Disease MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/microbiome-in-health-and-disease-msc/57081730,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Mobile & Personal Communications MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/mobile-and-personal-communications-msc/52409222,1 year,MSc - Master of Science,2024,,"35,244",PG,King's College London
King's College London,Modern History MA,https://www.thecompleteuniversityguide.co.uk/courses/details/modern-history-ma/52409104,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,"Modern Languages, Literature & Culture MA",https://www.thecompleteuniversityguide.co.uk/courses/details/modern-languages-literature-and-culture-ma/57499060,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Modern Literature & Culture MA,https://www.thecompleteuniversityguide.co.uk/courses/details/modern-literature-and-culture-ma/57067622,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Music MMus,https://www.thecompleteuniversityguide.co.uk/courses/details/music-mmus/52408408,1 year,Mmus/MusM - Master of Music,2024,,"27,996",PG,King's College London
King's College London,National Security Studies MA,https://www.thecompleteuniversityguide.co.uk/courses/details/national-security-studies-ma/57032480,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,Neuroscience MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/neuroscience-msc/52408574,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,Nursing with Registration as a Mental Health Nurse MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/nursing-with-registration-as-a-mental-health-nurse-msc/57427006,2 years,MSc - Master of Science,2024,,"34,786",PG,King's College London
King's College London,Nursing with Registration as an Adult Nurse MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/nursing-with-registration-as-an-adult-nurse-msc/57427002,2 years,MSc - Master of Science,2024,,"34,786",PG,King's College London
King's College London,Nutrition MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/nutrition-msc/52409574,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Operative Dentistry PGDip,https://www.thecompleteuniversityguide.co.uk/courses/details/operative-dentistry-pgdip/56828398,2 years,Postgraduate Diploma,APR,,"14,940",PG,King's College London
King's College London,Organisational Psychiatry & Psychology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/organisational-psychiatry-and-psychology-msc/52409578,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,Orthodontics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/orthodontics-msc/52408788,3 years,MSc - Master of Science,2024,,"61,188",PG,King's College London
King's College London,Paediatric Dentistry DClinDent,https://www.thecompleteuniversityguide.co.uk/courses/details/paediatric-dentistry-dclindent/58438822,3 years,DChiro - Doctor of Chiropractic,2024,,"61,188",PG,King's College London
King's College London,"Palliative Care MSc, PG Dip, PG Cert",https://www.thecompleteuniversityguide.co.uk/courses/details/palliative-care-msc-pg-dip-pg-cert/52408852,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Periodontology MClinDent,https://www.thecompleteuniversityguide.co.uk/courses/details/periodontology-mclindent/52408868,4 years,MClinDent - Master of Clinical Dentistry,2024,,"45,900",PG,King's College London
King's College London,"Pharmaceutical Analysis, Technology and Biopharmaceuticals MSc",https://www.thecompleteuniversityguide.co.uk/courses/details/pharmaceutical-analysis-technology-and-biopharmaceuticals-msc/58039626,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Pharmacology MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/pharmacology-msc/58039586,1 year,MSc - Master of Science,2024,,"31,080",PG,King's College London
King's College London,Philosophy MA,https://www.thecompleteuniversityguide.co.uk/courses/details/philosophy-ma/52408842,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Philosophy of Medicine & Psychiatry MA,https://www.thecompleteuniversityguide.co.uk/courses/details/philosophy-of-medicine-and-psychiatry-ma/52565528,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Physics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/physics-msc/52565526,1 year,MSc - Master of Science,2024,,"35,244",PG,King's College London
King's College London,Physiotherapy (pre-registration) MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/physiotherapy-msc/52408508,2 years,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Political Economy MA,https://www.thecompleteuniversityguide.co.uk/courses/details/political-economy-ma/54592048,1 year,MA - Master of Arts,2024,,"29,472",PG,King's College London
King's College London,Political Economy of Emerging Markets MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/political-economy-of-emerging-markets-msc/54483396,1 year,MSc - Master of Science,2024,,"27,996",PG,King's College London
King's College London,Politics & Contemporary History MA,https://www.thecompleteuniversityguide.co.uk/courses/details/politics-and-contemporary-history-ma/54453608,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Politics and Economics of the Middle East MA,https://www.thecompleteuniversityguide.co.uk/courses/details/politics-and-economics-of-middle-east-ma/58540526,1 year,MA - Master of Arts,2024,,"29,472",PG,King's College London
King's College London,Postgraduate Certificate in Education (Biology) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/52409528,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Chemistry) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/52408854,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Computing) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/57499048,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (English) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/52409440,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Geography) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/58039614,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Latin with Classics) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/56828780,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Mathematics) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/52408744,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Modern Foreign Languages) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/56841280,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Physics with Mathematics) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/54306216,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Physics) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/52408740,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Postgraduate Certificate in Education (Religious Education) PGCE,https://www.thecompleteuniversityguide.co.uk/courses/details/postgraduate-certificate-in-education-pgce/52408658,37 weeks,PGCE - Postgraduate Certificate of Education,2024,,"23,820",PG,King's College London
King's College London,Prosthodontics MClinDent,https://www.thecompleteuniversityguide.co.uk/courses/details/prosthodontics-mclindent/52409504,4 years,MClinDent - Master of Clinical Dentistry,2024,,"45,900",PG,King's College London
King's College London,Psychiatric Research MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/psychiatric-research-msc/52408436,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,Psychology and Neuroscience of Mental Health MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/psychology-and-neuroscience-of-mental-health-msc/56828952,2 years,MSc - Master of Science,2024,,"9,924",PG,King's College London
King's College London,Psychology and Neuroscience of Mental Health PGCert,https://www.thecompleteuniversityguide.co.uk/courses/details/psychology-and-neuroscience-of-mental-health-pgcert/56828956,8 months,Postgraduate Certificate,2024,,"6,948",PG,King's College London
King's College London,Psychology and Neuroscience of Mental Health PGDip,https://www.thecompleteuniversityguide.co.uk/courses/details/psychology-and-neuroscience-of-mental-health-pgdip/56828954,16 months,Postgraduate Diploma,2024,,"10,422",PG,King's College London
King's College London,Psychology and Neuroscience of Mind-Body Interface MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/psychology-and-neuroscience-of-mind-body-interface-msc/58540530,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,Public Health MPH,https://www.thecompleteuniversityguide.co.uk/courses/details/public-health-mph/52408776,1 year,MPH - Master of Public Health,2024,,"33,258",PG,King's College London
King's College London,Public Health MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/public-health-msc/52408556,1 year,MSc - Master of Science,SEP,,"9,000",PG,King's College London
King's College London,Public Policy & Management MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/public-policy-and-management-msc/56828986,1 year,MSc - Master of Science,2024,,"27,996",PG,King's College London
King's College London,Public Policy MA,https://www.thecompleteuniversityguide.co.uk/courses/details/public-policy-ma/52409266,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,Regenerative Dentistry MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/regenerative-dentistry-msc/54453706,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,Religion MA,https://www.thecompleteuniversityguide.co.uk/courses/details/religion-ma/57067624,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,"Risk Analysis, Disasters and Resilience MSc",https://www.thecompleteuniversityguide.co.uk/courses/details/risk-analysis-disasters-and-resilience-msc/58039644,1 year,MSc - Master of Science,2024,,"27,996",PG,King's College London
King's College London,Robotics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/robotics-msc/53673376,1 year,MSc - Master of Science,2024,,"35,244",PG,King's College London
King's College London,Russian and Eurasian Politics and Economics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/russian-and-eurasian-politics-and-economics-msc/57688172,1 year,MSc - Master of Science,2024,,"26,160",PG,King's College London
King's College London,Shakespeare Studies MA,https://www.thecompleteuniversityguide.co.uk/courses/details/shakespeare-studies-ma/52409012,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Specialist Community Public Health Nursing/Health Visiting/School Nursing MSc/PG Dip,https://www.thecompleteuniversityguide.co.uk/courses/details/specialist-community-public-health-nursing-health-visiting-school-nursing-msc-pg-dip/52408610,1 year,MSc - Master of Science,2024,,"8,760",PG,King's College London
King's College London,Statistics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/statistics-msc/58540528,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Stem Cell and Regenerative Therapies: From Bench to Market MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/stem-cell-and-regenerative-therapies-from-bench-to-market-msc/57078982,1 year,MSc - Master of Science,2024,,"44,496",PG,King's College London
King's College London,STEM Education MA,https://www.thecompleteuniversityguide.co.uk/courses/details/stem-education-ma/57504318,1 year,MA - Master of Arts,2024,,"25,284",PG,King's College London
King's College London,Strategic Communications MA PG Dip,https://www.thecompleteuniversityguide.co.uk/courses/details/strategic-communications-ma-pg-dip/57992752,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,Strategic Entrepreneurship & Innovation MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/strategic-entrepreneurship-and-innovation-msc/57095366,1 year,MSc - Master of Science,2024,,"33,450",PG,King's College London
King's College London,Sustainable Cities MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/sustainable-cities-msc/58039620,1 year,MSc - Master of Science,2024,,"27,996",PG,King's College London
King's College London,Teaching English to Speakers of Other Languages (TESOL) MA,https://www.thecompleteuniversityguide.co.uk/courses/details/teaching-english-to-speakers-of-other-languages-ma/56836356,1 year,MA - Master of Arts,2024,,"25,284",PG,King's College London
King's College London,"Terrorism, Security & Society MA",https://www.thecompleteuniversityguide.co.uk/courses/details/terrorism-security-and-society-ma/52409258,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,The Classical World and its Reception MA,https://www.thecompleteuniversityguide.co.uk/courses/details/classical-world-and-its-reception-ma/56768870,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,"Theatre, Performance & Critical Culture MA",https://www.thecompleteuniversityguide.co.uk/courses/details/theatre-performance-and-critical-culture-ma/58332436,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,Theoretical Physics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/theoretical-physics-msc/52409382,1 year,MSc - Master of Science,2024,,"29,472",PG,King's College London
King's College London,Tissue Engineering & Innovation Technology MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/tissue-engineering-and-innovation-technology-mres/57504258,1 year,MRes - Master of Research,2024,,"33,258",PG,King's College London
King's College London,Translational Cancer Medicine MRes,https://www.thecompleteuniversityguide.co.uk/courses/details/translational-cancer-medicine-mres/52408806,1 year,MRes - Master of Research,2024,,"33,258",PG,King's College London
King's College London,Transnational Law LLM,https://www.thecompleteuniversityguide.co.uk/courses/details/transnational-law-llm/56007504,1 year,LLM - Master of Laws,2024,,"31,980",PG,King's College London
King's College London,"UK, EU & US Copyright Law PG Dip",https://www.thecompleteuniversityguide.co.uk/courses/details/uk-eu-and-us-copyright-law-pg-dip/52408424,1 year,Postgraduate Diploma,2024,,"7,800",PG,King's College London
King's College London,Urban Informatics MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/urban-informatics-msc/57163436,1 year,MSc - Master of Science,2024,,"35,244",PG,King's College London
King's College London,War & Psychiatry MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/war-and-psychiatry-msc/52408926,1 year,MSc - Master of Science,2024,,"37,368",PG,King's College London
King's College London,War Studies MA,https://www.thecompleteuniversityguide.co.uk/courses/details/war-studies-ma/52409516,1 year,MA - Master of Arts,2024,,"33,258",PG,King's College London
King's College London,Women & Children's Health MSc,https://www.thecompleteuniversityguide.co.uk/courses/details/women-and-childrens-health-msc/57093176,1 year,MSc - Master of Science,2024,,"33,258",PG,King's College London
King's College London,World History & Cultures MA,https://www.thecompleteuniversityguide.co.uk/courses/details/world-history-and-cultures-ma/52408930,1 year,MA - Master of Arts,2024,,"27,996",PG,King's College London
King's College London,King's International Foundation - Liberal Arts & Social Science,https://www.thecompleteuniversityguide.co.uk/courses/details/kings-international-foundation-liberal-arts-and-social-science/58289278,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Biology & Chemistry,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-biology-and-chemistry/58289260,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Business Management & Social Science,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-business-management-and-social-science/58289262,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Computer Science & Mathematics,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-computer-science-and-mathematics/58289264,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Economics & Mathematics,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-economics-and-mathematics/58289274,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Engineering & Mathematics,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-engineering-and-mathematics/58467170,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Global Politics & Social Science,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-global-politics-and-social-science/58289276,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Mathematics & Business Management,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-mathematics-and-business-management/58289280,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,King’s International Foundation - Mathematics & Physics,https://www.thecompleteuniversityguide.co.uk/courses/details/king-s-international-foundation-mathematics-and-physics/58289282,1 year,Access to Higher Education,2024,,"24,800",UG,King's College London
King's College London,Accounting & Finance,https://www.kcl.ac.uk/study/undergraduate/courses/accounting-finance-bsc,3-4 years,,2024,,"33,450",UG,King's College London
King's College London,"Anatomy, Developmental & Human Biology",https://www.kcl.ac.uk/study/undergraduate/courses/anatomy-developmental-and-human-biology-ibsc,One year,,2024,,"33,450",UG,King's College London
King's College London,"Anatomy, Developmental & Human Biology",https://www.kcl.ac.uk/study/undergraduate/courses/anatomy-developmental-and-human-biology-bsc,Three years or four years with a year abroad,,2024,,"33,450",UG,King's College London
King's College London,Ancient History,https://www.kcl.ac.uk/study/undergraduate/courses/ancient-history-ba,Three years,,2024,,"24,786",UG,King's College London
King's College London,Artificial Intelligence,https://www.kcl.ac.uk/study/undergraduate/courses/artificial-intelligence-bsc,3 years,,2024,,"33,450",UG,King's College London
King's College London,Artificial Intelligence,https://www.kcl.ac.uk/study/undergraduate/courses/artificial-intelligence-msci,4 years,,2024,,"33,450",UG,King's College London
King's College London,Artificial Intelligence with a Year in Industry,https://www.kcl.ac.uk/study/undergraduate/courses/artificial-intelligence-with-a-year-in-industry-bsc,4 years,,2024,,"33,450",UG,King's College London
King's College London,Biochemistry,https://www.kcl.ac.uk/study/undergraduate/courses/biochemistry-bsc,"Three years, or four years with a year abroad or extra-mural year, or four years with transfer to MSci Biochemistry",,2024,,"33,450",UG,King's College London
King's College London,Biomedical Engineering,https://www.kcl.ac.uk/study/undergraduate/courses/biomedical-engineering-beng,Three years,,2024,,"33,450",UG,King's College London
King's College London,Biomedical Engineering,https://www.kcl.ac.uk/study/undergraduate/courses/biomedical-engineering-meng,Four years,,2024,,"33,450",UG,King's College London
King's College London,Biomedical Science,https://www.kcl.ac.uk/study/undergraduate/courses/biomedical-science-bsc,"Three years, or four years if includes either a year abroad or extra-mural year",,2024,,"33,450",UG,King's College London
