University name - shortened,Course Name,Course Link,Duration,Qualification,Start Date,Mode of attendance, Fee,UG/PG,University name - HESA
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-ukrainian-ba/57336198,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/czech-and-yiddish-ba/57335948,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-dutch-ba/57335882,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-finnish-ba/57336052,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-french-ba/57336152,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-german-ba/57336126,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-hebrew-ba/57336188,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-hungarian-ba/57336296,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-italian-ba/57336232,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-polish-ba/57336044,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-portuguese-ba/57336042,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-romanian-ba/57336224,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-russian-ba/57336236,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-serbian-croatian-ba/57336226,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-spanish-ba/57336292,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-ukrainian-ba/57336176,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/danish-and-yiddish-ba/57336228,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/data-science-bsc/58000272,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-ba/54962122,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-english-ba/57336146,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-finnish-ba/57336062,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-french-ba/57336170,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-german-ba/57336000,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-hebrew-ba/57336230,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-history-of-art-ba/57336180,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-hungarian-ba/57336074,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-italian-ba/57336286,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-latin-ba/57336294,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-management-studies-ba/57335982,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-norwegian-ba/57336150,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-philosophy-ba/57335956,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-polish-ba/57335910,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-portuguese-ba/57335934,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-romanian-ba/57336196,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-russian-ba/57335922,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-serbian-croatian-ba/57336178,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-spanish-ba/57335998,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-swedish-ba/57336238,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-ukrainian-ba/57336162,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-and-yiddish-ba/57336184,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-with-film-studies-ba/57336256,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/dutch-with-management-studies-ba/57336262,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"28,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/early-childhood-education-ba-ba/58415322,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/earth-sciences-msci/54962050,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/earth-sciences-bsc/54962074,3 Years,Bachelor of Science (with Honours) - BSc (Hons),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/earth-sciences-msci/54962076,4 Years,Master of Science (with Honours) - Msci (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/economics-and-business-with-east-european-studies-ba/54962034,4 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/economics-and-business-with-east-european-studies-ba/54961806,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/economics-and-statistics-bsc/54961974,3 Years,Bachelor of Science in Economics (with Honours) - BSc Econ H,22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/economics-bsc/54961928,3 Years,Bachelor of Science in Economics (with Honours) - BSc Econ H,22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/economics-with-a-year-abroad-bsc/54962086,4 Years,Bachelor of Science in Economics (with Honours) - BSc Econ H,22-Sep-25,Full time,"34,400",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/education-society-and-culture-ba-ba/55873120,3 Years,Bachelor of Arts (with Honours) - BA (Hons),22-Sep-25,Full time,"31,100",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/electronic-and-electrical-engineering-beng/54961836,3 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/electronic-and-electrical-engineering-meng/55342708,4 Years,Master of Engineering (with Honours) - MEng (Hon),22-Sep-25,Full time,"37,500",UG,University College London
University College London,COURSE INFO,https://www.thecompleteuniversityguide.co.uk/courses/details/electronic-and-electrical-engineering-with-integrated-foundation-year-beng-beng/58292010,4 Years,Bachelor of Engineering (with Honours) - BEng (Hon),22-Sep-25,Full time,,UG,University College London
